comunidad,num_conceptos,grado,pagerank
0,25,13.68,0.013425759098392191
1,22,12.181818181818182,0.008844605774983317
2,18,15.88888888888889,0.010258926335888763
3,1,0.0,0.0015128593040847204
4,19,13.31578947368421,0.00873067186253584
5,6,12.666666666666666,0.007923156645646499
6,9,12.555555555555555,0.007797717430935531
