unigram,count
forest,79
risk,64
page,60
manuscript,60
res,44
biodiversity,42
optimization,39
problem,39
objectives,38
uncertainty,37
flow,36
solution,36
timber,35
solutions,35
final,34
decision,34
values,34
prior,32
differ,31
downloaded,30
uppsala,30
universitet,30
18for,30
personal,30
accepted,30
copy,30
editing,30
composition,30
official,30
version,30
