unigram,count
forest,160
sustainability,104
management,100
crossref,93
area,85
criteria,81
model,52
planning,49
silvicultural,47
stand,35
goal,35
indicators,34
considered,30
alternatives,30
stands,29
values,29
programming,28
decision,27
case,27
forests,27
proposed,27
treatment,27
ideal,25
cutting,25
sustainable,24
criterion,24
romero,24
multi,23
study,23
ecosystem,23
