unigram,count
tree,136
forest,127
spatial,86
particle,82
structure,80
distribution,80
thinning,78
trees,74
stand,70
species,64
pso,62
index,56
plots,53
model,52
swarm,51
optimization,46
crossref,45
multi,44
intensity,43
domi,38
ming,37
forests,36
position,36
angl,34
figure,34
uniform,33
competition,33
dbh,32
planning,32
objective,31
