unigram,count
management,237
forest,157
criteria,88
community,59
groups,58
strategies,44
local,43
process,41
adaptive,39
decision,39
indicators,37
iforest,33
analysis,33
members,32
monitoring,31
stakeholder,31
mca,30
making,30
stakeholders,29
assessment,28
development,27
multi,26
plan,26
policy,26
sustainable,25
ment,25
study,25
sisef,25
iii,25
multiple,24
