unigram,count
forest,94
tropical,83
wiley,69
objective,64
mopls,62
early,62
coexistence,61
model,57
fates,53
cheng,51
late,51
forests,49
logging,46
optimization,43
earth,40
elm,37
2023ms004195,36
study,36
pfts,36
online,35
models,34
onlinelibrary,34
library,34
parameter,33
soil,31
figure,31
recovery,29
biomass,29
surrogate,29
clear,28
