unigram,count
network,87
timber,84
supply,83
carbon,62
logistics,58
cost,57
emissions,54
objective,41
design,40
pareto,38
chain,37
model,35
total,34
point,31
road,28
optimization,27
transportation,26
co2,25
problem,25
vehicle,23
regional,22
figure,21
management,19
multi,19
demand,19
forest,18
university,17
ratio,17
objectives,17
green,16
