unigram,count
costs,76
cable,73
logging,52
road,51
network,45
timber,44
cost,44
forest,39
yarding,35
landing,32
log,31
method,30
algorithm,29
oregon,27
state,27
university,27
grid,27
volume,27
corridor,24
figure,22
corridors,21
analysis,21
problem,19
model,19
transportation,19
location,19
variable,19
international,18
link,18
harvest,18
