unigram,count
data,131
als,81
forest,79
objective,72
approach,65
height,58
value,56
decision,53
criteria,52
target,52
voi,50
reference,45
dataset,44
dap,43
maker,40
determination,39
values,39
information,38
study,36
planning,34
model,34
direct,34
multi,33
optimization,33
differential,33
function,30
stand,30
uncertainty,28
npv,28
approaches,27
