unigram,count
ecosystem,109
services,99
forest,71
forestry,60
objective,57
production,55
carbon,45
management,45
multi,41
forests,31
volume,31
timber,30
service,30
trade,29
pukkala,29
boreal,25
indicators,24
amount,24
plans,24
utility,24
levels,21
functions,21
stand,21
gini,21
offs,20
wood,20
optimization,19
balance,19
biodiversity,18
deadwood,18
