unigram,count
biomass,154
social,120
supply,114
forest,94
ghg,85
period,83
objective,79
chain,75
benefit,72
type,64
emission,63
savings,59
energy,57
bioenergy,57
work,56
maximum,56
npv,54
model,50
location,50
plant,50
optimization,49
jobs,49
biorefinery,46
biofuel,45
total,45
job,42
class,41
hours,41
electricity,40
environmental,36
