unigram,count
risk,282
scenario,192
problem,104
time,104
stage,97
objective,86
scenarios,83
averse,81
value,80
iko,76
expected,73
stochastic,66
trees,66
surveillance,64
dominance,64
infestation,63
model,57
cuts,56
buyuktahtakin,53
solution,51
sdc,49
function,48
research,46
multi,46
ssdc,46
number,45
benefit,43
optimal,41
case,41
neutral,38
