unigram,count
forest,149
solutions,100
nsga,95
management,90
algorithm,79
objective,66
crossref,54
mutation,53
genetic,52
stand,50
planning,48
problem,46
stands,45
species,44
algorithms,43
solution,42
harvest,41
optimisation,40
number,37
multi,36
custom,36
standard,34
crossover,34
objectives,32
sustainability,32
spatial,32
optimal,32
pareto,32
population,30
front,28
