unigram,count
pareto,121
frontier,93
criteria,77
problem,52
paiva,50
forest,48
problems,48
decision,47
cork,45
crossref,45
planning,44
moip,43
management,42
figure,39
ecosystem,35
forests,35
area,35
services,33
integer,33
approach,33
convex,32
number,32
points,32
table,32
total,32
point,32
level,30
oak,30
stands,29
wood,28
