unigram,count
point,88
method,78
objective,77
decision,70
conservation,69
multi,67
reference,66
optimization,63
problems,46
problem,44
approach,43
points,40
methods,38
objectives,31
criteria,31
species,30
approaches,28
linear,28
programming,28
maker,27
every,26
dominated,26
non,25
preferences,23
management,23
combinatorial,22
pone,21
dujardin,20
plos,19
pareto,18
